"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R00237","C01011","C00024|C00022","1","4.1.3.25","5","(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)"
"R00238","C00024","C00010|C00332","1","2.3.1.9","17","Acetyl-CoA:acetyl-CoA C-acetyltransferase"
"R00239","C00002|C00025","C00008|C03287","1","2.7.2.11","5","ATP:L-glutamate 5-phosphotransferase"
"R00241","C00002|C00025","C00008|C05765","1","2.7.2.13","0","ATP:L-glutamate 1-phosphotransferase"
"R00243","C00025|C00003|C00001","C00026|C00014|C00004|C00080","1","1.4.1.2|1.4.1.3","6","L-glutamate:NAD+ oxidoreductase (deaminating)"
"R00245","C01165|C00003|C00001","C00025|C00004|C00080","1","1.2.1.88","1","L-glutamate gamma-semialdehyde:NAD+ oxidoreductase"
"R00248","C00025|C00006|C00001","C00026|C00014|C00005|C00080","1","1.4.1.3|1.4.1.4|1.4.1.13","5","L-Glutamate:NADP+ oxidoreductase (deaminating)"
"R00250","C00025|C00007|C00001","C00026|C00014|C00027","1","1.4.3.11","0","L-Glutamate:oxygen oxidoreductase (deaminating)"
"R00251","C00002|C01879|C00001","C00008|C00009|C00025","1","3.5.2.9","1","5-oxo-L-proline amidohydrolase (ATP-hydrolysing)"
"R00253","C00002|C00025|C00014","C00008|C00009|C00064","1","6.3.1.2","7","L-Glutamate:ammonia ligase (ADP-forming)"
"R00254","C00025|C00014|C00011","C05829|C00001","1","3.5.1.87","1","N-carbamyl-L-glutamate amidohydrolase"
"R00256","C00064|C00001","C00025|C00014","1","1.4.1.13|1.4.7.1|3.5.1.2|3.5.1.38|4.3.3.6|6.3.4.2|6.3.5.2|6.3.5.4||6.3.5.5","4","L-glutamine amidohydrolase"
"R00257","C00002|C00857|C00064|C00001","C00020|C00013|C00003|C00025","1","6.3.5.1","2","Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)"
"R00258","C00041|C00026","C00022|C00025","1","2.6.1.2","7","L-Alanine:2-oxoglutarate aminotransferase"
"R00259","C00024|C00025","C00010|C00624","1","2.3.1.1","5","acetyl-CoA:L-glutamate N-acetyltransferase"
"R00260","C00025","C00217","1","5.1.1.3","2","glutamate racemase"
"R00261","C00025","C00334|C00011","1","4.1.1.15","3","L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)"
"R00262","C03618","C00025","1","5.4.99.1","2","L-threo-3-Methylaspartate carboxy-aminomethylmutase"
"R00263","C00025","C05723","1","","0",""
"R00264","C00433|C00006|C00001","C00026|C00005|C00080","1","1.2.1.3|1.2.1.26","2","2,5-dioxopentanoate:NADP+ 5-oxidoreductase"
"R00265","C00026|C00010|C00006","C00091|C00011|C00005|C00080","1","1.2.1.52","0","2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)"
"R00267","C00311|C00006","C00026|C00011|C00005|C00080","1","1.1.1.42","7","Isocitrate:NADP+ oxidoreductase (decarboxylating)"
"R00268","C05379","C00026|C00011","1","1.1.1.42","5","oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)"
"R00269","C00940|C00001","C00026|C00014","1","3.5.1.3|3.5.1.111","1","2-oxoglutaramate amidohydrolase"
"R00270","C00026|C00014","C05572|C00001","1","","1",""
"R00271","C00024|C00001|C00026","C01251|C00010","1","2.3.3.14","6","acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)"
"R00272","C00026","C00232|C00011","1","4.1.1.71","0","2-Oxoglutarate carboxy-lyase"
"R00273","C00209|C00007","C00027|C00011","1","1.2.3.4","1","oxalate:oxygen oxidoreductase"
"R00274","C00027|C00051","C00127|C00001","1","1.11.1.9","1","glutathione:hydrogen-peroxide oxidoreductase"
"R00275","C00704|C00080","C00027|C00007","1","1.15.1.1","0","superoxide:superoxide oxidoreductase"
"R00276","C00011|C00027","C00237|C00001|C00007","1","1.2.2.4","0","Carbon-monoxide:oxygen oxidoreductase"
"R00277","C00647|C00001|C00007","C00018|C00014|C00027","1","1.4.3.5","2","Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)"
"R00278","C00627|C00007","C00027|C00018","1","1.4.3.5","2","Pyridoxine 5-phosphate:oxygen oxidoreductase"
"R00279","C00217|C00001|C00007","C00026|C00014|C00027","1","1.4.3.7|1.4.3.15","1","D-Glutamate:oxygen oxidoreductase (deaminating)"
"R00280","C00028|C00533|C00001","C00030|C00088","1","1.7.2.1","0","Nitric-oxide:acceptor oxidoreductase"
"R00281","C00028|C00004|C00080","C00030|C00003","1","1.6.99.3|1.6.99.5","0","NADH:acceptor oxidoreductase"
"R00282","C00028|C00005|C00080","C00030|C00006","1","1.6.99.1","0","NADPH:acceptor oxidoreductase"
"R00283","C00028|C00014|C00001|C00009|C00008","C00192|C00030|C00002|C00001","1","1.3.7.8","0","ammonium:acceptor oxidoreductase (ATP-forming)"
"R00284","C00028|C00014|C00001","C00192|C00030","1","1.7.99.1","0","ammonia:acceptor oxidoreductase"
"R00286","C00029|C00001|C00003","C00167|C00004|C00080","1","1.1.1.22","6","UDP-glucose:NAD+ 6-oxidoreductase"
"R00287","C00029|C00001","C00105|C00103","1","3.6.1.8|3.6.1.9|3.6.1.45","2","UDP-glucose glucophosphohydrolase"
"R00289","C00075|C00103","C00013|C00029","1","2.7.7.9|2.7.7.64","6","UTP:alpha-D-glucose-1-phosphate uridylyltransferase"
"R00291","C00029","C00052","1","5.1.3.2","4","UDP-glucose 4-epimerase|UDP-glucose 4-epimerase|UDP-alpha-D-glucose 4-epimerase"
"R00292","C00029|C00718","C00015|C00718","1","2.4.1.11","1","UDP-glucose:glycogen 4-alpha-D-glucosyltransferase"
"R00293","C00029","C04089|C00001","1","4.2.1.76","2","UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)"
"R00294","C00533|C00126|C00080","C00887|C00125|C00001","1","1.7.2.5","2","nitrous-oxide:ferricytochrome-c oxidoreductase"
"R00295","C01861|C01328|C00028|C00001","C00030|C11481","1","1.8.99.3","2","trithionate: (acceptor) oxidoreductase"
"R00296","C00237|C00001|C00028","C00011|C00030","1","1.2.99.2","2","carbon-monoxide:acceptor oxidoreductase"
"R00297","C00256|C00028","C00022|C00030","1","1.1.99.6","0","(R)-2-hydroxy-acid:acceptor 2-oxidoreductase"
"R00298","C03196|C00028","C00026|C00030","1","1.1.99.2","0","(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase"
"R00299","C00002|C00031","C00008|C00092","1","2.7.1.1|2.7.1.2","3","ATP:D-glucose 6-phosphotransferase"
"R00300","C00031|C00003","C00198|C00004|C00080","1","1.1.1.118|1.1.1.121","0","D-Glucose:NAD+ 1-oxidoreductase"
"R00301","C00031|C00006","C03107|C00005|C00080","1","1.1.1.119","0","D-Glucose:NADP+ 1-oxidoreductase"
"R00302","C00031|C00007","C02779|C00027","1","1.1.3.10","0","D-glucose:oxygen 2-oxidoreductase"
"R00303","C00092|C00001","C00031|C00009","1","3.1.3.9|3.1.3.58","0","D-Glucose-6-phosphate phosphohydrolase"
"R00304","C00103|C00001","C00031|C00009","1","3.1.3.10","0","D-Glucose-1-phosphate phosphohydrolase"
"R00305","C00031|C15602","C00198|C15603","1","1.1.5.9","3","D-glucose:quinone 1-oxidoreductase"
"R00306","C00185|C00001","C00031","1","3.2.1.21|3.2.1.74","1","cellobiose glucohydrolase"
"R00307","C00031","C00095","1","5.3.1.5","0","D-glucose aldose-ketose-isomerase"
"R00308","C00965|C00001","C00031|C00965","1","3.2.1.39","1","1,3-beta-D-Glucan glucanohydrolase"
"R00310","C02191|C14818","C00032|C00080","1","4.99.1.1","3","protoheme ferro-lyase (protoporphyrin-forming)"
"R00311","C00032|C00030|C00007","C00500|C00237|C14818|C00028|C00001","1","1.14.99.3","0","Heme, hydrogen-donor:oxygen oxidoreductase (alpha-methylene-oxydizing, hydroxylating)"
"R00312","C00032","C05783","1","","1",""
"R00313","C00032","C05784","1","","1",""
"R00314","C00032","C05785","1","","1",""
"R00315","C00002|C00033","C00008|C00227","1","2.7.2.1|2.7.2.15","7","ATP:acetate phosphotransferase"
"R00316","C00002|C00033","C00013|C05993","1","6.2.1.1","1","ATP:acetate adenylyltransferase"
"R00317","C00227|C00001","C00033|C00009","1","3.6.1.7","1","Acetyl phosphate phosphohydrolase"
"R00318","C05682|C00001","C00033|C00009","1","3.11.1.2","2","Phosphonoacetate phosphonohydrolase"
"R00319","C00186|C00007","C00033|C00011|C00001","1","1.13.12.4","1","(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)"
"R00320","C00013|C00033","C00009|C00227","1","2.7.2.12","2","diphosphate:acetate phosphotransferase"
"R00321","C06244|C00001","C00033|C00014","1","3.5.1.4","0","Acetamide amidohydrolase"
"R00322","C05993|C00001","C00020|C00033","1","3.6.1.20","1","5'-acetylphosphoadenosine acetylhydrolase"
"R00324","C02132|C00001","C00033|C00022","1","3.7.1.6","0","2,4-dioxopentanoate acetylhydrolase|2,4-dioxopentanoate acetylhydrolase|Acetylpyruvate acetylhydrolase"
"R00325","C02614","C00033|C00022","1","4.1.3.22","1","(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)|(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)|(3S)-citramalate pyruvate-lyase"
"R00326","C00084|C00028|C00001","C00033|C00030","1","1.2.99.6","1","acetaldehyde:acceptor oxidoreductase"
"R00327","C02655|C00001","C00031|C00033","1","3.1.1.33","0","6-Acetyl-D-glucose acetylhydrolase"
"R00328","C00035|C00001","C00144|C00009","1","3.6.1.5|3.6.1.6|3.6.1.42","1","GDP phosphohydrolase"
"R00329","C00454|C00001","C00215|C00009","1","3.6.1.6","0","Nucleoside-diphosphate phosphohydrolase"
"R00330","C00002|C00035","C00008|C00044","1","2.7.4.6","2","ATP:GDP phosphotransferase"
"R00331","C00002|C00454","C00008|C00201","1","2.7.4.6","0","ATP:nucleoside-diphosphate phosphotransferase"
"R00332","C00002|C00144","C00008|C00035","1","2.7.4.8","2","ATP:GMP phosphotransferase"
"R00333","C00201|C00020","C00454|C00008","1","2.7.4.10","1","nucleoside-triphosphate:AMP phosphotransferase"
"R00334","C00002|C01329","C00008|C00454","1","2.7.4.4","0","ATP:nucleoside-phosphate phosphotransferase"
"R00335","C00044|C00001","C00035|C00009","1","3.6.1.5|3.6.5.1|3.6.5.2|3.6.5.3||3.6.5.4|3.6.5.5|3.6.5.6","1","GTP phosphohydrolase"
"R00336","C01228|C00001","C00035|C00013","1","3.1.7.2","1","guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase"
"R00337","C00394|C00001","C00035|C00031","1","3.2.1.42","0","GDP-glucose glucohydrolase"
"R00338","C00036|C00001","C00209|C00033","1","3.7.1.1","0","Oxaloacetate acetylhydrolase"
"R00339","C00898","C00036|C00001","1","4.2.1.32","1","(R,R)-tartrate hydro-lyase (oxaloacetate-forming)"
"R00340","C02107","C00036|C00001","1","4.2.1.81","0","(S,S)-tartrate hydro-lyase (oxaloacetate-forming)"
"R00341","C00002|C00036","C00008|C00074|C00011","1","4.1.1.49","8","ATP:oxaloacetate carboxy-lyase (transphosphorylatingphosphoenolpyruvate-forming)"
"R00342","C00149|C00003","C00036|C00004|C00080","1","1.1.1.37|1.1.1.299","10","(S)-malate:NAD+ oxidoreductase"
"R00343","C00149|C00006","C00036|C00005|C00080","1","1.1.1.82|1.1.1.299","5","(S)-malate:NADP+ oxidoreductase"
"R00344","C00002|C00022|C00288","C00008|C00009|C00036","1","6.4.1.1","7","Pyruvate:carbon-dioxide ligase (ADP-forming)"
"R00345","C00009|C00036","C00001|C00074|C00011","1","4.1.1.31","7","phosphate:oxaloacetate carboxy-lyase (adding phosphatephosphoenolpyruvate-forming)|phosphate:oxaloacetate carboxy-lyase (adding phosphatephosphoenolpyruvate-forming)|Orthophosphate:oxaloacetate carboxyl-lyase (phosphorylating)"
"R00346","C00013|C00036","C00009|C00074|C00011","1","4.1.1.38","1","diphosphate:oxaloacetate carboxy-lyase (transphosphorylatingphosphoenolpyruvate-forming)|diphosphate:oxaloacetate carboxy-lyase (transphosphorylatingphosphoenolpyruvate-forming)|Pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating)"
"R00347","C03961","C00036|C00014","1","4.3.1.20","0","erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)"
"R00348","C02362|C00001","C00036|C00014","1","3.5.1.3","1","2-oxosuccinamate amidohydrolase"
"R00350","C04115","C00036|C00022","1","4.1.3.17","2","4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)"
"R00351","C00158|C00010","C00024|C00001|C00036","1","2.3.3.1|2.3.3.3","8","acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)"
"R00352","C00002|C00158|C00010","C00008|C00009|C00024|C00036","1","2.3.3.8","6","acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]"
"R00353","C00083|C00022","C00024|C00036","1","2.1.3.1","1","malonyl-CoA:pyruvate carboxytransferase"
"R00354","C00566","C00024|C00036","1","4.1.3.34","4","(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)"
"R00355","C00049|C00026","C00036|C00025","1","2.6.1.1","8","L-Aspartate:2-oxoglutarate aminotransferase"
"R00357","C00049|C00001|C00007","C00036|C00014|C00027","1","1.4.3.2|1.4.3.16","2","L-Aspartic acid:oxygen oxidoreductase (deaminating)"
"R00359","C00402|C00001|C00007","C00036|C00014|C00027","1","1.4.3.1|1.4.3.15","1","D-Aspartate:oxygen oxidoreductase (deaminating)"
"R00360","C00149|C00007","C00036|C00027","1","1.1.5.4","0","(S)-Malate:oxygen oxidoreductase"
"R00361","C00149|C15602","C00036|C15603","1","1.1.5.4","5","(S)-malate:quinone oxidoreductase"
"R00362","C00158","C00033|C00036","1","4.1.3.6","0","citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)|citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)|Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate)"
"R00363","C00036","C03981","1","5.3.2.2","0","Oxaloacetate keto-enol-isomerase"
"R00364","C00037|C00001|C00125","C00048|C00014|C00126|C00080","1","1.4.2.1","2","Glycine:ferricytochrome-c oxidoreductase (deaminating)"
"R00365","C00037|C00001|C00003","C00048|C00014|C00004|C00080","1","1.4.1.1|1.4.1.10","0","glycine:NAD+ oxidoreductase (deaminating)"
"R00366","C00037|C00001|C00007","C00048|C00014|C00027","1","1.4.3.3|1.4.3.19","2","glycine:oxygen oxidoreductase (deaminating)|glycine:oxygen oxidoreductase (deaminating)|Aminoacetic acid:oxygen oxidoreductase (deaminating)"
"R00367","C00019|C00037","C00021|C00213","1","2.1.1.20|2.1.1.156|2.1.1.162","1","S-Adenosyl-L-methionine:glycine N-methyltransferase"
"R00368","C03790|C00003|C00001","C00037|C00022|C00004|C00080","1","1.5.1.22","0","N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)"
"R00369","C00041|C00048","C00022|C00037","1","2.6.1.44","2","L-Alanine:glyoxylate aminotransferase"
"R00371","C00024|C00037","C00010|C03508","1","2.3.1.29","1","Acetyl-CoA:glycine C-acetyltransferase"
"R00372","C00037|C00026","C00048|C00025","1","2.6.1.4|2.6.1.44","4","Glycine:2-oxoglutarate aminotransferase"
"R00373","C00037|C00036","C00048|C00049","1","2.6.1.35","0","Glycine:oxaloacetate aminotransferase"
"R00374","C00037|C00028","C00177|C00011|C00030|C00080","1","1.4.99.5","1","glycine:acceptor oxidoreductase (cyanide-forming)"
"R00375","C00131|C00039","C00013|C00039","1","2.7.7.7","2","Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"
"R00376","C00286|C00039","C00013|C00039","1","2.7.7.7","2","Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"
"R00377","C00458|C00039","C00013|C00039","1","2.7.7.7","2","Deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"
"R00378","C00459|C00039","C00013|C00039","1","2.7.7.7","2","deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"
"R00379","C00677|C00039","C00013|C00039","1","2.7.7.7|2.7.7.31|2.7.7.49","0","Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase"
"R00380","C00019|C00039","C00021|C02967","1","2.1.1.37","0","S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase"
"R00381","C00002|C00039|C02128","C00020|C00013|C00039","1","6.5.1.1|6.5.1.6|6.5.1.7","0","(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming)"
"R00382","C00003|C00039|C02128","C00020|C00455|C00039","1","6.5.1.2|6.5.1.6","0","(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming, NMN-forming)"
"R00383","C00040|C00001","C00010|C00060","1","3.1.2.18|3.1.2.19|3.1.2.20","0","Acyl-CoA hydrolase"
"R00384","C00040|C00003","C00658|C00004|C00080","1","1.3.1.44","0","acyl-CoA:NAD+ trans-2-oxidoreductase"
"R00385","C00040|C00006","C00605|C00005|C00080","1","1.3.1.8","1","acyl-CoA:NADP+ 2-oxidoreductase"
"R00387","C00040|C00006","C01122|C00005|C00080","1","1.3.1.37","0","acyl-CoA:NADP+ cis-2-oxidoreductase"
"R00388","C00040|C00007","C00658|C00027","1","1.3.3.6","0","Acyl-CoA:oxygen 2-oxidoreductase"
"R00389","C00002|C00060|C00010","C00020|C00013|C00040","1","6.2.1.2","0","carboxylic acid:CoA ligase (AMP-forming)"
"R00390","C00002|C00347|C00010","C00020|C00013|C00040","1","6.2.1.3","0","Long-chain carboxylate:CoA ligase (AMP-forming)"
"R00391","C00040|C00024","C00010|C00264","1","2.3.1.16","1","Acyl-CoA:acetyl-CoA C-acyltransferase"
"R00392","C00040|C04253","C00605|C04570","1","1.3.8.7|1.3.8.8","0","acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"
"R00393","C00040|C00033","C02403|C00024","1","2.8.3.8","0","Acyl-CoA:acetate CoA-transferase"
"R00394","C00044|C00060|C00010","C00035|C00009|C00040","1","6.2.1.10","0","carboxylic acid:CoA ligase (GDP-forming)"
"R00395","C00040|C00037","C00010|C02055","1","2.3.1.13","0","Acyl-CoA:glycine N-acyltransferase"
"R00396","C00041|C00003|C00001","C00022|C00014|C00004|C00080","1","1.4.1.1","3","L-Alanine:NAD+ oxidoreductase (deaminating)"
"R00397","C00049","C00041|C00011","1","4.1.1.12","3","L-aspartate 4-carboxy-lyase (L-alanine-forming)"
"R00398","C03210|C00003|C00001","C00041|C00022|C00004|C00080","1","1.5.1.17","0","2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)"
"R00399","C00133|C00024","C03341|C00010","1","2.3.1.-","0","2-amino-4-ketopentanoate thiolase|2-amino-4-ketopentanoate thiolase|acetyl-CoA:D-alanine C-acyltransferase"
"R00400","C00041|C00036","C00022|C00049","1","2.6.1.12","2","L-alanine:oxaloacetate aminotransferase"
"R00401","C00041","C00133","1","5.1.1.1","2","alanine racemase"
"R00402","C00042|C00003","C00122|C00004|C00080","1","1.3.1.6","3","succinate:NAD+ oxidoreductase"
"R00405","C00002|C00042|C00010","C00008|C00009|C00091","1","6.2.1.5","7","Succinate:CoA ligase (ADP-forming)"
"R00406","C00091|C00149","C00042|C04348","1","2.8.3.22","3","succinyl-CoA:(S)-malate CoA-transferase"
"R00407","C00091|C00001","C00010|C00042","1","3.1.2.3","0","Succinyl-CoA hydrolase"
"R00408","C00042|C00016","C01352|C00122","1","","0","succinate:FAD oxidoreductase"
"R00409","C04593","C00022|C00042","1","4.1.3.30","1","(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)"
"R00410","C00091|C00164","C00042|C00332","1","2.8.3.5","3","succinyl-CoA:acetoacetate CoA-transferase"
"R00411","C05931|C00001","C00025|C00042","1","3.5.1.96","1","N-succinyl-L-glutamate amidohydrolase"
"R00412","C00042|C00028","C00122|C00030","1","1.3.99.-","0","succinate:acceptor oxidoreductase"
"R00414","C00043|C00001","C00645|C00015","1","3.2.1.183|5.1.3.14","3","UDP-N-acetyl-D-glucosamine 2-epimerase"
"R00416","C00075|C04501","C00013|C00043","1","2.7.7.23","3","UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase"
"R00417","C00043|C03021","C00015|C04375","1","2.4.1.94","0","UDP-N-acetyl-D-glucosamine:protein beta-N-acetyl-D-glucosaminyltransferase"
"R00418","C00043","C00203","1","5.1.3.2|5.1.3.7","2","UDP-N-acetyl-D-glucosamine 4-epimerase"
"R00420","C00043","C01170","1","5.1.3.14","2","UDP-N-acetyl-D-glucosamine 2-epimerase"
"R00421","C00043|C00003|C00001","C04573|C00004|C00080","1","1.1.1.136","1","UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase"
"R00422","C00043","C05005","1","","0",""
"R00423","C00043","C05114","1","","2",""
"R00424","C00044|C00001","C04895|C00058","1","3.5.4.16","0","GTP 7,8-8,9-dihydrolase"
"R00425","C00044|C00001","C00058|C01304|C00013","1","3.5.4.25","2","GTP 7,8-8,9-dihydrolase (diphosphate-forming)"
"R00426","C00044|C00001","C00144|C00013","1","3.6.1.8|3.6.1.19","1","GTP diphosphohydrolase (diphosphate-forming)|GTP diphosphohydrolase (diphosphate-forming)|Guanosine 5'-triphosphate pyrophosphohydrolase"
"R00428","C00044|C00001","C05922","1","3.5.4.16","2","GTP 8,9-hydrolase"
"R00429","C00002|C00044","C00020|C04494","1","2.7.6.5","1","ATP:GTP 3'-diphosphotransferase"
"R00430","C00044|C00022","C00035|C00074","1","2.7.1.40","2","GTP:pyruvate 2-O-phosphotransferase"
"R00431","C00044|C00036","C00035|C00074|C00011","1","4.1.1.32","6","GTP:oxaloacetate carboxy-lyase (adding GTPphosphoenolpyruvate-forming)|GTP:oxaloacetate carboxy-lyase (adding GTPphosphoenolpyruvate-forming)|GTP:oxaloacetate carboxy-lyase (transphosphorylating)"
"R00432","C00044|C00042|C00010","C00035|C00009|C00091","1","6.2.1.4","5","Succinate:CoA ligase (GDP-forming)"
"R00434","C00044","C00942|C00013","1","4.6.1.1|4.6.1.2","1","GTP diphosphate-lyase (cyclizing 3',5'-cyclic-GMP-forming)"
"R00435","C00002|C00046","C00013|C00046","1","2.7.7.6|2.7.7.19|2.7.7.48","2","ATP:polynucleotide adenylyltransferase|ATP:polynucleotide adenylyltransferase|ATP:RNA adenylyltransferase"
"R00436","C00002|C00046","C00020|C00013|C02073","1","6.5.1.3","0","polyribonucleotide ligase (cyclizing, AMP-forming)"
"R00437","C00046|C00009","C00046|C00008","1","2.7.7.8","1","polyribonucleotide:phosphate adenylyltransferase"
"R00438","C00046|C00009","C00046|C00015","1","2.7.7.8","1","polyribonucleotide:phosphate uridylyltransferase"
"R00439","C00046|C00009","C00046|C00035","1","2.7.7.8","1","polyribonucleotide:phosphate guanylyltransferase"
"R00440","C00046|C00009","C00046|C00112","1","2.7.7.8","1","polyribonucleotide:phosphate cytidylyltransferase"
"R00441","C00044|C00046","C00013|C00046","1","2.7.7.6|2.7.7.48","2","GTP:RNA guanylyltransferase (DNA-directed)|GTP:RNA guanylyltransferase (DNA-directed)|GTP:RNA guanylyltransferase (RNA-directed)"
