"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R06821","C04608|C00083","C10020|C00010","1","2.3.1.115","0","malonyl-CoA:flavone-7-O-beta-D-glucoside 6''-O-malonyltransferase"
"R06822","C01477","C01460","1","","2",""
"R06823","C01460","C12628","1","","1",""
"R06824","C12628|C00019","C12629|C00021","1","2.1.1.153","1","S-adenosyl-L-methionine:vitexin-2''-O-beta-L-rhamnoside 7-O-methyltransferase"
"R06825","C01477","C01714","1","","1",""
"R06826","C04608|C02199","C12627|C00015","1","2.4.1.236","1","UDP-L-rhamnose:apigenin 7-O-beta-D-glucoside 2''-O-beta-L-rhamnosyltransferase"
"R06827","C03515|C00167","C12632|C00015","1","2.4.1.190","1","UDP-glucuronate:luteolin-7-O-beta-D-glucuronide 2''-O-glucuronosyltransferase"
"R06828","C12632|C00167","C04900|C00015","1","2.4.1.191","1","UDP-glucuronate:luteolin-7-O-beta-D-diglucuronide 4'-O-glucuronosyltransferase"
"R06829","C03951|C02199","C12630|C00015","1","2.4.1.236","1","UDP-L-rhamnose:luteolin-7-O-beta-D-glucoside 2''-O-alpha-L-rhamnosyltransferase"
"R06830","C11822","C06735|C00011","1","","0",""
"R06831","C06594|C00004|C00080|C00007","C12832|C00003","1","1.14.12.-","4",""
"R06832","C12832|C00003","C12831|C00004|C00080","1","1.3.1.19","4","cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase"
"R06833","C12831|C00007","C12833","1","1.13.11.1","3","catechol:oxygen 1,2-oxidoreductase"
"R06834","C12833","C12834|C01327","1","5.5.1.7","3","2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase"
"R06835","C12834|C00001","C12835","1","3.1.1.45","3","4-carboxymethylenebut-2-en-4-olide lactonohydrolase"
"R06836","C01151|C00002","C00119|C00008","1","2.7.4.23","1","ATP:ribose-1,5-bisphosphate phosphotransferase"
"R06837","C00620","C01151","1","","1","Ribose 1-phosphokinase"
"R06838","C12838|C00001","C02222","1","3.1.1.45","2","4-carboxymethylenebut-2-en-4-olide lactonohydrolase"
"R06839","C05618|C00007","C03572","1","1.13.11.1","2","catechol:oxygen 1,2-oxidoreductase"
"R06840","C03572","C12838|C01327","1","5.5.1.7","2","2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)"
"R06846","C00296|C00006","C00944|C00005|C00080","1","1.1.1.282","1","L-quinate:NADP+ 3-oxidoreductase"
"R06847","C00493|C00003","C02637|C00004|C00080","1","1.1.1.282","3","shikimate:NAD+ 3-oxidoreductase"
"R06848","C12835|C00004|C00080","C12836|C01327|C00003","1","1.3.1.32","3","3-oxoadipate:NAD(P)+ oxidoreductase"
"R06849","C06594","C07092","1","","2",""
"R06850","C07092","C06990","1","","2",""
"R06851","C00530|C00005|C00080|C00007","C02814|C00006|C00001","1","1.14.13.-","4",""
"R06852","C02372|C00001","C00472|C00014","1","1.4.-.-","2",""
"R06853","C02814","C07103","1","1.1.-.-","2",""
"R06854","C07103","C00472|C00001","1","1.1.-.-","2",""
"R06855","C12836","C06755|C00042","1","","3",""
"R06856","C06990|C00007|C00004|C00080","C12837|C00003","1","1.14.12.-","3",""
"R06857","C12837|C00003","C05618|C00004|C00080","1","1.3.1.19","3","cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase"
"R06858","C03657|C05427","C13309|C00011|C00013","1","2.5.1.-","3",""
"R06859","C13309|C00019","C02059|C00021","1","2.1.1.163","3",""
"R06861","C00231|C00068","C13378|C00118","1","2.2.1.1|2.2.1.3","0","D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase|D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase|alpha,beta-dihydroxyethyl-TPP:D-glyceraldehyde-3-phosphate glycolaldehydetransferase"
"R06862","C13378|C00067","C00068|C00184","1","2.2.1.3","0","alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase"
"R06863","C05382|C00068","C13378|C00117","1","2.2.1.1","0","D-sedoheptulose-7-phosphate:thiamin diphosphate glycolaldehydetransferase"
"R06865","C13425|C00007","C05200","1","","2",""
"R06866","C05313","C05802|C00011","1","","2",""
"R06867","C11521|C00641","C13508|C00015","1","","2","UDP-sulfoquinovose:diacylglycerol alpha-D-sulfoquinovosyltransferase"
"R06868","C00019|C01210","C00021|C13482","1","2.1.1.103","1","S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase"
"R06869","C00019|C13482","C00021|C00588","1","2.1.1.103","1","S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase"
"R06870","C00346|C00001","C00189|C00009","1","3.1.3.75","1","Phosphoethanolamine phosphohydrolase"
"R06871","C00588|C00001","C00114|C00009","1","3.1.3.75","2","Phosphocholine phosphohydrolase"
"R06872","C00093|C00040","C03974|C00010","1","2.3.1.198","1","acyl-CoA:sn-glycerol-3-phosphate 2-O-acyltransferase"
"R06875","C11554|C00001","C01277|C00009","1","3.1.3.64","1","1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate 3-phosphohydrolase"
"R06876","C13620","C13621|C13645","1","1.97.1.-","2",""
"R06877","C13621","C13622|C13645","1","1.97.1.-","2",""
"R06878","C13622","C13623|C13645","1","1.97.1.-","2",""
"R06879","C13623","C13624|C13645","1","1.97.1.-","2",""
"R06880","C13624","C13625","1","","2",""
"R06881","C13624","C13626","1","","2",""
"R06882","C13626","C13628","1","","2",""
"R06883","C13624|C00004|C00080|C00007","C13629|C00003|C00001","1","1.14.-.-","3",""
"R06884","C13624|C00004|C00080|C00007","C13631|C00003|C00001","1","1.14.13.-","2",""
"R06885","C13629","C13632|C00001","1","4.2.1.-","3",""
"R06886","C13632|C00007","C00633|C10700","1","1.3.-.-","3",""
"R06887","C13631","C13633","1","","2",""
"R06888","C13631|C00004|C00080|C00007","C13634|C00003|C00001","1","1.14.-.-","2",""
"R06889","C13634","C13635|C00156","1","1.13.-.-","2",""
"R06890","C13637|C00005|C00080|C00007","C13638|C00006|C00001","1","1.14.13.-","2",""
"R06891","C13638|C00003","C10700|C00004|C00080","1","1.1.1.-","2",""
"R06892","C10700|C00005|C00080|C00007","C13636|C00006|C00001","1","1.14.13.84","3","(4-hydroxyphenyl)ethan-1-one,NADPH:oxygen oxidoreductase (ester-forming)"
"R06893","C13636|C00001","C00530|C00033","1","3.1.1.2","3","aryl-ester hydrolase"
"R06894","C00203|C00003|C00001","C13952|C00004|C00080","1","1.1.1.-","1",""
"R06895","C03263|C00019","C01079|C00011|C00073|C05198","1","1.3.99.22","3","coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)"
"R06896","C11831|C00005|C00080","C02880|C00006","1","1.3.1.75","3","chlorophyllide-a:NADP+ oxidoreductase"
"R06897","C05600|C00001","C06201","1","4.2.1.-","1","2,4-dihydroxyhept-2-enedioate hydro-lyase"
"R06898","C14101","C14111","1","","2",""
"R06899","C14111","C14113","1","","2",""
"R06900","C14111","C14112","1","","2",""
"R06901","C14114","C14111","1","","2",""
"R06902","C14101|C01352|C00007","C03203|C00016|C00001","1","","2",""
"R06903","C14098|C00122","C14115","1","4.1.99.-","3",""
"R06904","C14115|C00091","C14116|C00042","1","2.8.3.-","3",""
"R06905","C14116","C14117|C00080","1","1.3.99.-","3",""
"R06906","C14117|C00001","C14118","1","4.2.1.-","3",""
"R06907","C14118","C14119|C00080","1","1.1.-.-","3",""
"R06908","C14119|C00010","C14120|C00091","1","2.3.1.-","3",""
"R06909","C14082|C00007|C00004|C00080","C14083|C00003","1","1.14.12.12","3","naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
"R06910","C14083|C00003","C14084|C00004|C00080","1","1.3.1.29","3","cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase"
"R06911","C14084|C00007","C14085","1","1.13.-.-","3",""
"R06912","C14085","C14086","1","5.3.99.-","3",""
"R06913","C14086|C00001","C14087|C00022","1","4.2.1.-","3",""
"R06914","C14087|C00003|C00001","C14088|C00004|C00080","1","1.2.1.-","3",""
"R06915","C14088|C00007|C00004|C00080","C02923|C00003|C00011|C00001","1","1.14.13.1","3","salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)"
"R06916","C14082|C00007|C00004|C00080","C14089|C00003|C00001","1","1.14.13.-","3",""
"R06917","C14089|C00003","C14090|C00004|C00080","1","1.1.1.1","3","1-hydroxymethylnaphthalene:NAD+ oxidoreductase"
"R06918","C14090|C00003|C00001","C14091|C00004|C00080","1","1.2.1.-","3",""
"R06919","C14091|C00007|C00004|C00080","C14092|C00003","1","1.14.12.-","2",""
"R06920","C14092","C14093","1","1.1.-.-","2",""
"R06921","C14093|C00007","C14094","1","1.13.-.-","2",""
"R06922","C14094","C14095","1","5.3.99.-","2",""
"R06923","C14095|C00001","C14096|C00022","1","4.2.1.-","2",""
"R06924","C14096|C00007|C00001","C14097|C00027","1","1.2.3.-","2",""
"R06925","C14097","C00805|C00011","1","4.1.1.-","2",""
"R06926","C14098|C00007|C00004|C00080","C02909|C00003|C00001","1","1.14.13.-","3",""
"R06927","C02909|C00003","C14099|C00004|C00080","1","1.1.1.1","3","(2-naphthyl)methanol:NAD+ oxidoreductase"
"R06928","C14099|C00003|C00001","C14101|C00004|C00080","1","1.2.1.-","3",""
"R06929","C14099","C14100","1","","2",""
"R06930","C02909|C00007|C00004|C00080","C14104|C00003","1","1.14.12.12","2","naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
"R06931","C14104|C00003","C14105|C00004|C00080","1","1.3.1.29","2","cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase"
"R06932","C14105|C00007","C14106","1","1.13.-.-","2",""
"R06933","C14106","C14107","1","5.3.99.-","2",""
"R06934","C14107|C00001","C14108|C00022","1","4.2.1.-","2",""
"R06935","C14108|C00003|C00001","C14109|C00004|C00080","1","1.2.1.-","2",""
"R06936","C14109|C00007|C00004|C00080","C14110|C00003|C00001|C00011","1","1.14.13.1","2","salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)"
"R06937","C14098|C00007|C00004|C00080","C14102|C00003","1","1.14.12.12","2","naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
"R06938","C14102","C14103","1","","2",""
"R06939","C14103|C00007|C00004|C00080","C06730|C00003|C00001|C00011","1","1.14.13.1","2","salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)"
"R06940","C11519|C00001","C00571|C00058","1","3.5.1.-","2",""
"R06941","C14145|C00003","C02232|C00004|C00080","1","1.1.1.35|1.1.1.157","4","(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase"
"R06942","C14144|C00001","C14145","1","4.2.1.17","4","(3S)-3-hydroxyacyl-CoA hydro-lyase"
"R06943","C14143|C00016","C14144|C01352","1","1.3.99.-","3",""
"R06944","C06104|C00010|C00002","C14143|C00020|C00013","1","6.2.1.-","4",""
"R06945","C11249|C00007|C00004|C00080","C00854|C00003|C00001","1","1.14.15.-","2",""
"R06946","C06098|C00004|C00080|C00007","C08579|C00003|C00001","1","1.14.13.90","3","zeaxanthin,NADH:oxygen oxidoreductase"
"R06947","C08579|C00004|C00080|C00007","C08614|C00003|C00001","1","1.14.13.90","3","zeaxanthin,NADH:oxygen oxidoreductase"
"R06948","C08614","C08606","1","5.3.99.9","3","violaxanthin-neoxanthin isomerase (epoxide-opening)"
"R06949","C08606","C13431","1","","3",""
"R06950","C08614","C13433","1","","3",""
"R06951","C13433","C13431","1","5.3.99.9","2","violaxanthin-neoxanthin isomerase (epoxide-opening)"
"R06952","C13431|C00007","C13453|C14044","1","1.13.11.51","3","9'-cis-Neoxanthin:9-cis-epoxycarotenoid dioxygenase"
"R06953","C13433|C00007","C13453|C14045","1","1.13.11.51","3","9-cis-Violaxanthin:9-cis-epoxycarotenoid dioxygenase"
"R06954","C13453|C00003","C13455|C00004|C00080","1","1.1.1.288","3","xanthoxin:NAD+ oxidoreductase"
"R06955","C13453","C13454","1","","1",""
"R06956","C13454","C06082","1","","1",""
"R06957","C13455|C00001|C00007","C06082|C00027","1","1.2.3.14","3","abscisic-aldehyde:oxygen oxidoreductase"
"R06958","C13455","C13456","1","","1",""
"R06959","C13456","C06082","1","","1",""
"R06960","C05431","C14146","1","5.5.1.18","0","carotenoid psi-end group lyase (decyclizing)"
"R06961","C14146","C08586","1","","0",""
"R06962","C08586","C05433","1","5.5.1.19","3","carotenoid beta-end group lyase (decyclizing)"
"R06963","C05432","C08586","1","5.5.1.18","3","carotenoid psi-end group lyase (decyclizing)"
"R06964","C05433","C08601","1","","0",""
"R06966","C08735|C00001","C08734|C01327","1","3.5.99.3","2","4-(ethylamino)-2-hydroxy-6-(isopropylamino)-1,3,5-triazine ethylaminohydrolase"
"R06967","C08734|C00001","C06554|C00014","1","3.5.99.4","2","N-isopropylammelide isopropylaminohydrolase"
"R06968","C08737|C00001","C08733|C00014","1","","2",""
"R06969","C08733|C00001","C08734|C00014","1","3.5.99.-","2",""
"R06970","C14147|C00001","C14148|C00014","1","3.5.4.-","2",""
"R06971","C14148|C00001","C14149|C00014","1","3.5.4.-","2",""
"R06972","C14149|C00001","C06554|C14150","1","3.5.4.-","2",""
"R06973","C00222","C00084|C00011","1","4.1.1.-","3",""
"R06974","C00058|C00002|C03838","C00008|C00009|C04376","1","2.1.2.-","0","glycinamide ribonucleotide transformylase"
"R06975","C00058|C00002|C04677","C00008|C00009|C04734","1","6.3.4.23","3","formate:5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide ligase (ADP-forming)|formate:5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide ligase (ADP-forming)|5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase"
"R06976","C00002|C14177","C00008|C14178","1","2.7.3.5","0",""
"R06977","C00025|C00441","C00026|C03283","1","2.6.1.76|2.6.1.-","5","L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase"
"R06978","C03283|C00024","C06442|C00010","1","2.3.1.178","3","acetyl-CoA:L-2,4-diaminobutanoate N4-acetyltransferase"
"R06979","C06442","C00001|C06231","1","4.2.1.108","3","Ectoine hydro-lyase"
"R06980","C00593|C00003|C00001","C14179|C00004|C00080","1","1.2.1.73","1","sulfoacetaldehyde:NAD+ oxidoreductase"
"R06981","C05123|C00125","C00593|C00126|C00080","1","1.1.2.-","1","isethionate:ferricytochrome-c oxidoreductase"
"R06982","C00051|C00067","C14180","1","4.4.1.22","3","S-(hydroxymethyl)glutathione synthase"
"R06983","C14180|C00003","C01031|C00004|C00080","1","1.1.1.284","3","S-(hydroxymethyl)glutathione dehydrogenase"
"R06985","C05271|C00005|C00080","C05270|C00006","1","1.3.1.8|1.3.1.38","3","trans-Hex-2-enoyl-CoA reductase"
"R06986","G10614|G00011","G10620|G10694","1","2.4.1.232","0","GDP-mannose:N-linked oligosaccharide alpha-1,6-D-mannosyltransferase"
"R06987","C00109|C00010","C00100|C00058","1","2.3.1.54","1","propanoyl-CoA:formate C-propanoyltransferase"
"R06988","C14602","C14604","1","5.4.4.3","2","3-(hydroxyamino)phenol hydroxymutase"
"R06989","C02480","C14610","1","5.5.1.1","4","2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)"
"R06990","C14610","C03586","1","5.3.3.4","4","(S)-5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase"
"R06991","C14721","C12247","1","","2",""
"R06992","C12247","C14722","1","","2",""
"R06993","C12247","C14723","1","","2",""
"R06994","C14722","C14724","1","","2",""
"R06995","C14723","C14724","1","","2",""
"R06996","C14724","C14725","1","","2",""
"R06997","C00024|C14725","C00010|C14727","1","","2",""
"R06998","C00019|C14727","C00021|C12044","1","2.1.1.-","2","S-adenosyl-L-methionine:27-O-demethylrifamycin-SV 27-O-methyltransferase"
"R06999","C12044","C14540","1","","2",""
"R07000","C00829|C00005|C00007|C00080","C14786|C00006|C00001","1","1.14.13.-|1.14.14.1","1","naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07001","C00829|C00005|C00007|C00080","C14787|C00006|C00001","1","1.14.13.-|1.14.14.1","1","Naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07002","C14786|C00051","C14791","1","2.5.1.18","1","(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07003","C14787|C00051","C14793","1","2.5.1.18","1","(1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07004","C14787|C00051","C14792","1","2.5.1.18","1","(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07005","C14791","C14796","1","","1",""
"R07006","C14793","C14797","1","","1",""
"R07007","C14793","C14799","1","","1",""
"R07008","C14792","C14798","1","","1",""
"R07009","C14786","C11714","1","","1",""
"R07010","C14787","C11714","1","","1",""
"R07011","C14786","C11713","1","","1",""
"R07012","C14787","C11713","1","","1",""
"R07013","C14786|C00001","C06205","1","3.3.2.9","1","(1R,2S)-naphthalene 1,2-oxide hydrolase"
"R07014","C14787|C00001","C06205","1","3.3.2.9","1","(1S,2R)-naphthalene 1,2-oxide hydrolase"
"R07015","C06205|C00006","C03012|C00005|C00080","1","1.3.1.20","1","1,2-Dihydronaphthalene-1,2-diol dehydrogenase"
"R07016","C06205|C00005|C00007|C00080","C14784|C00006|C00001","1","","1","1,2-Dihydronaphthalene-1,2-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07017","C03012","C14783","1","","1",""
"R07018","C11714","C14785","1","","1",""
"R07019","C14785","C02617","1","","1",""
"R07020","C11713|C00005|C00007|C00080","C03012|C00006|C00001","1","","1","beta-Naphthol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07021","C14040|C00005|C00007|C00080","C14802|C00006|C00001","1","1.14.13.-|1.14.14.1","1","1-nitronaphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07022","C14040|C00005|C00007|C00080","C14800|C00006|C00001","1","1.14.13.-|1.14.14.1","1","1-nitronaphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07023","C14802|C00051","C14803","1","2.5.1.18","1","1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07024","C14802|C00051","C14804","1","2.5.1.18","1","1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07025","C14800|C00051","C14805","1","2.5.1.18","1","1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07026","C14800|C00051","C14806","1","2.5.1.18","1","1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming)"
"R07027","C14800|C00001","C14801","1","3.3.2.9","1","1-nitronaphthalene-5,6-oxide hydrolase"
"R07028","C14040","C14788","1","","1",""
"R07029","C14788","C14789","1","","1",""
"R07030","C14789","C14790","1","","1",""
"R07031","C14815|C00001","C06314","1","3.3.2.-","1",""
"R07032","C14815|C00001","C06315","1","3.3.2.-","1",""
"R07034","C00051|C05356","C00127|C04805|C00001","1","1.11.1.9","1","Glutathione: 5-HPETE oxidoreductase"
"R07035","C00051|C05966","C00127|C04742|C00001","1","1.11.1.9","1","Glutathione: 15-HPETE oxidoreductase"
"R07036","C14808|C00001","C14809","1","3.3.2.7","1","Hepoxilin A3 hydrolase"
"R07037","C14810|C00001","C14811","1","3.3.2.-","1","Hepoxilin B3 hydrolase"
"R07038","C00219|C00007","C14812","1","1.13.11.-","2","Arachidonate: oxygen 12-oxidoreductase"
"R07039","C05965","C14808","1","5.4.4.-","1","12-HPETE hydroxymutase"
"R07040","C05965","C14810","1","5.4.4.-","1","12-HPETE hydroxymutase"
"R07041","C00219|C00007|C00005|C00080","C14748|C00006|C00001","1","1.14.15.3","2","Arachidonic acid:oxygen 1-oxidoreductase"
"R07042","C05966","C14781","1","1.14.14.1","2",""
"R07043","C05966","C14813","1","1.14.14.1","2",""
"R07044","C14781|C00001","C14782","1","1.14.14.1","2",""
"R07045","C14813|C00001","C14814","1","1.14.14.1","2",""
"R07046","C00219|C00007|C00005|C00080","C14749|C00006|C00001","1","1.14.13.-|1.14.14.1|1.14.15.3","2",""
"R07047","C00219|C00007","C14820","1","1.13.11.-","1","Arachidonate: oxygen 11-oxidoreductase"
"R07048","C00219|C00007|C00005|C00080","C14771|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07049","C00219|C00007","C14821","1","1.13.11.-","1","Arachidonate:oxygen 9-oxidoreductase"
"R07050","C00219|C00007|C00005|C00080","C14770|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07051","C00219|C00007|C00005|C00080","C14769|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07052","C00219|C00007|C00005|C00080","C14768|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07053","C00219|C00007","C14823","1","1.13.11.-","2","Arachidonate:oxygen 8-oxidoreductase"
"R07054","C00219|C00007|C00005|C00080","C14778|C00006|C00001","1","1.14.14.1","1",""
"R07055","C01595|C00007|C00005|C00080","C14825|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07056","C01595|C00007|C00005|C00080","C14826|C00006|C00001","1","1.14.13.-|1.14.14.1","2",""
"R07057","C01595|C00007","C14827","1","1.13.11.58","1","linoleate:oxygen 9-oxidoreductase"
"R07058","C14762|C00003","C14765|C00004|C00080","1","","1","13-HODE:NAD+ oxidoreductase"
"R07059","C01222","C14830","1","1.1.1.271","0",""
"R07060","C14830|C00005|C00080","C00325|C00006","1","1.1.1.271","0",""
"R07061","C01595|C00007","C14831","1","1.13.11.60","1","linoleate:oxygen (8R)-oxidoreductase"
"R07062","C14831","C07354","1","5.4.4.6","1","(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate hydroxymutase [(7S,8S,9Z,12Z)-7,8-dihydroxyoctadeca-9,12-dienoate-forming]"
"R07063","C01595|C00030|C00007","C06426|C00028|C00001","1","1.14.19.3","2","Linoleoyl-CoA,hydrogen-donor:oxygen oxidoreductase"
"R07064","C00157|C00001","C04230|C01595","1","3.1.1.4","2","phosphatidylcholine 2-acylhydrolase"
"R07066","C11036|C00005|C00007|C00080","C14839|C00006|C00001","1","1.14.13.-","1","bromobenzene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07067","C05958","C14717|C00001","1","","1",""
"R07068","C11036|C00005|C00007|C00080","C14840|C00006|C00001","1","1.14.13.-","1","bromobenzene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07069","C14839|C00051","C14847","1","2.5.1.18","1","3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene glutathione-lyase (epoxide-forming)"
"R07070","C14840|C00051","C14848","1","2.5.1.18","1","2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene glutathione-lyase (epoxide-forming)"
"R07071","C14839|C00001","C14844","1","3.3.2.9","1","bromobenzene-3,4-oxide hydrolase"
"R07072","C14840|C00001","C14842","1","3.3.2.9","1","bromobenzene-2,3-oxide hydrolase"
"R07073","C14839","C14453","1","","1",""
"R07074","C14840","C14841","1","","1",""
"R07075","C14453|C00005|C00007|C00080","C14845|C00006|C00001","1","1.14.13.-","1","4-bromophenol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07076","C14845","C14843","1","","1",""
"R07077","C14843","C14846","1","","1",""
"R07078","C14844","C14843","1","","1",""
"R07079","C07535|C00005|C00007|C00080","C14849|C00006|C00001","1","1.14.13.-|1.14.14.1","1","Benzpyrene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07080","C07535|C00005|C00007|C00080","C14850|C00006|C00001","1","1.14.13.-|1.14.14.1","1","Benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07081","C07535|C00005|C00007|C00080","C14851|C00006|C00001","1","1.14.13.-|1.14.14.1","1","Benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07082","C14850|C00001","C14852","1","3.3.2.9","1","benzo[a]pyrene-7,8-oxide hydrolase"
"R07083","C14851|C00051","C14855","1","2.5.1.18","1","4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyase (epoxide-forming)"
"R07084","C14852|C00051","C14856|C00001","1","2.5.1.18","1","7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase"
"R07085","C14852|C00005|C00007|C00080","C14853|C00006|C00001","1","1.14.13.-|1.14.14.1","1","benzo[a]pyrene-7,8-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07086","C14849","C14556","1","","1",""
"R07087","C14556|C00005|C00007|C00080","C14854|C00006|C00001","1","1.14.13.-|1.14.14.1","1","9-hydroxybenzo[a]pyrene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07088","C14039|C00005|C00007|C00080","C14858|C00006|C00001","1","1.14.13.-","1","1,1-dichloroethylene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07089","C14039|C00005|C00007|C00080","C14857|C00006|C00001","1","1.14.13.-","1","1,1-dichloroethylene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07090","C14039|C00005|C00007|C00080","C14859|C00006|C00001","1","1.14.13.-","1","1,1-dichloroethylene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07091","C14858|C00051","C14861","1","2.5.1.18","1","S-(2,2-dichloro-1-hydroxy)ethyl-glutathione 2,2-dichloroacetaldehyde-lyase (glutathione-forming)"
"R07092","C14857|C00051","C14865|C01327","1","2.5.1.18","1","1,1-dichloroethylene-epoxide:glutathione S-(chloroepoxyethyl)transferase [2-(S-glutathionyl)acetyl-chloride-forming]"
"R07093","C14859|C00051","C14864|C01327","1","2.5.1.18","1","chloroacetyl-chloride:glutathione S-chloroacetyltransferase"
"R07094","C14865|C00051","C14863|C01327","1","2.5.1.18","1","2-(S-glutathionyl)acetyl-chloride:glutathione 2-(S-glutathionyl)acetyltransferase"
"R07095","C14858|C00001","C14860","1","","1",""
"R07096","C14859|C00001","C06755","1","","1",""
"R07097","C14865|C00001","C14862","1","","1",""
"R07098","C06790|C00005|C00007|C00080","C11148|C00006|C00001","1","1.14.13.25|1.14.13.-|1.14.14.1","1","trichloroethene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07099","C06790|C00005|C00007|C00080","C14866|C00006|C00001","1","1.14.13.-|1.14.14.1","1","trichloroethene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07100","C06790|C00051","C14868|C01327","1","2.5.1.18","1","trichloroethene:glutathione S-(1,2-dichlorovinyl)transferase"
"R07101","C14866|C00001","C06899","1","","1",""
"R07102","C11148","C14867","1","","1",""
"R07103","C14867","C11149","1","","1",""
"R07104","C06899|C00003","C11150|C00004|C00080","1","1.2.1.5","1","Chloral:NAD(P)+ oxidoreductase"
"R07105","C06899|C00004|C00080","C07490|C00003|C00001","1","1.1.1.1","1","trichloroethanol:NAD+ oxidoreductase"
"R07106","C07490|C00167","C14869|C00015","1","2.4.1.17","1","UDP-glucuronate beta-D-glucuronosyltransferase"
