"Pathway ID","Pathway KEGG","Reaction KEGG ID"
"168","map01120","R01634"
"168","map01120","R01635"
"168","map01120","R01636"
"168","map01120","R01641"
"168","map01120","R01647"
"168","map01120","R01649"
"168","map01120","R01655"
"168","map01120","R01707"
"168","map01120","R01708"
"168","map01120","R01709"
"168","map01120","R01710"
"168","map01120","R01711"
"168","map01120","R01712"
"168","map01120","R01713"
"168","map01120","R01737"
"168","map01120","R01739"
"168","map01120","R01741"
"168","map01120","R01763"
"168","map01120","R01764"
"168","map01120","R01771"
"168","map01120","R01773"
"168","map01120","R01775"
"168","map01120","R01781"
"168","map01120","R01786"
"168","map01120","R01827"
"168","map01120","R01829"
"168","map01120","R01830"
"168","map01120","R01834"
"168","map01120","R01836"
"168","map01120","R01838"
"168","map01120","R01845"
"168","map01120","R01859"
"168","map01120","R01899"
"168","map01120","R01900"
"168","map01120","R01930"
"168","map01120","R01931"
"168","map01120","R01934"
"168","map01120","R01975"
"168","map01120","R01976"
"168","map01120","R01977"
"168","map01120","R02021"
"168","map01120","R02032"
"168","map01120","R02034"
"168","map01120","R02035"
"168","map01120","R02036"
"168","map01120","R02103"
"168","map01120","R02106"
"168","map01120","R02164"
"168","map01120","R02187"
"168","map01120","R02189"
"168","map01120","R02229"
"168","map01120","R02231"
"168","map01120","R02233"
"168","map01120","R02252"
"168","map01120","R02254"
"168","map01120","R02261"
"168","map01120","R02262"
"168","map01120","R02263"
"168","map01120","R02289"
"168","map01120","R02291"
"168","map01120","R02320"
"168","map01120","R02422"
"168","map01120","R02423"
"168","map01120","R02425"
"168","map01120","R02437"
"168","map01120","R02438"
"168","map01120","R02451"
"168","map01120","R02489"
"168","map01120","R02492"
"168","map01120","R02511"
"168","map01120","R02512"
"168","map01120","R02514"
"168","map01120","R02516"
"168","map01120","R02517"
"168","map01120","R02518"
"168","map01120","R02519"
"168","map01120","R02520"
"168","map01120","R02536"
"168","map01120","R02537"
"168","map01120","R02539"
"168","map01120","R02540"
"168","map01120","R02550"
"168","map01120","R02560"
"168","map01120","R02561"
"168","map01120","R02562"
"168","map01120","R02564"
"168","map01120","R02568"
"168","map01120","R02569"
"168","map01120","R02570"
"168","map01120","R02589"
"168","map01120","R02601"
"168","map01120","R02602"
"168","map01120","R02603"
"168","map01120","R02604"
"168","map01120","R02606"
"168","map01120","R02655"
"168","map01120","R02656"
"168","map01120","R02657"
"168","map01120","R02658"
"168","map01120","R02672"
"168","map01120","R02673"
"168","map01120","R02675"
"168","map01120","R02698"
"168","map01120","R02734"
"168","map01120","R02735"
"168","map01120","R02736"
"168","map01120","R02739"
"168","map01120","R02740"
"168","map01120","R02762"
"168","map01120","R02763"
"168","map01120","R02765"
"168","map01120","R02782"
"168","map01120","R02804"
"168","map01120","R02860"
"168","map01120","R02877"
"168","map01120","R02935"
"168","map01120","R02936"
"168","map01120","R02937"
"168","map01120","R02941"
"168","map01120","R02963"
"168","map01120","R02968"
"168","map01120","R02988"
"168","map01120","R02989"
"168","map01120","R02990"
"168","map01120","R02991"
"168","map01120","R02992"
"168","map01120","R02993"
"168","map01120","R03014"
"168","map01120","R03015"
"168","map01120","R03023"
"168","map01120","R03024"
"168","map01120","R03025"
"168","map01120","R03026"
"168","map01120","R03027"
"168","map01120","R03028"
"168","map01120","R03033"
"168","map01120","R03045"
"168","map01120","R03157"
"168","map01120","R03163"
"168","map01120","R03168"
"168","map01120","R03181"
"168","map01120","R03202"
"168","map01120","R03232"
"168","map01120","R03241"
"168","map01120","R03244"
"168","map01120","R03247"
"168","map01120","R03270"
"168","map01120","R03278"
"168","map01120","R03279"
"168","map01120","R03303"
"168","map01120","R03306"
"168","map01120","R03307"
"168","map01120","R03316"
"168","map01120","R03321"
"168","map01120","R03369"
"168","map01120","R03385"
"168","map01120","R03386"
"168","map01120","R03390"
"168","map01120","R03444"
"168","map01120","R03461"
"168","map01120","R03462"
"168","map01120","R03464"
"168","map01120","R03470"
"168","map01120","R03540"
"168","map01120","R03543"
"168","map01120","R03553"
"168","map01120","R03559"
"168","map01120","R03560"
"168","map01120","R03562"
"168","map01120","R03566"
"168","map01120","R03576"
"168","map01120","R03608"
"168","map01120","R03630"
"168","map01120","R03688"
"168","map01120","R03692"
"168","map01120","R03709"
"168","map01120","R03751"
"168","map01120","R03772"
"168","map01120","R03774"
"168","map01120","R03791"
"168","map01120","R03794"
"168","map01120","R03868"
"168","map01120","R03891"
"168","map01120","R03892"
"168","map01120","R03893"
"168","map01120","R03925"
"168","map01120","R03932"
"168","map01120","R03942"
"168","map01120","R03966"
"168","map01120","R03982"
"168","map01120","R03997"
"168","map01120","R03998"
"168","map01120","R03999"
"168","map01120","R04053"
"168","map01120","R04061"
"168","map01120","R04088"
"168","map01120","R04089"
"168","map01120","R04101"
"168","map01120","R04115"
"168","map01120","R04117"
"168","map01120","R04130"
"168","map01120","R04132"
"168","map01120","R04134"
"168","map01120","R04136"
"168","map01120","R04151"
"168","map01120","R04152"
"168","map01120","R04160"
"168","map01120","R04161"
"168","map01120","R04173"
"168","map01120","R04198"
"168","map01120","R04199"
"168","map01120","R04223"
"168","map01120","R04251"
"168","map01120","R04258"
"168","map01120","R04259"
"168","map01120","R04277"
"168","map01120","R04278"
"168","map01120","R04279"
"168","map01120","R04280"
"168","map01120","R04297"
"168","map01120","R04347"
"168","map01120","R04349"
"168","map01120","R04365"
"168","map01120","R04371"
"168","map01120","R04376"
"168","map01120","R04379"
"168","map01120","R04380"
"168","map01120","R04418"
"168","map01120","R04419"
"168","map01120","R04456"
"168","map01120","R04464"
"168","map01120","R04475"
"168","map01120","R04478"
"168","map01120","R04488"
"168","map01120","R04489"
"168","map01120","R04500"
"168","map01120","R04510"
"168","map01120","R04522"
"168","map01120","R04524"
"168","map01120","R04540"
"168","map01120","R04541"
"168","map01120","R04576"
"168","map01120","R04597"
"168","map01120","R04779"
"168","map01120","R04780"
"168","map01120","R04899"
"168","map01120","R05072"
"168","map01120","R05076"
"168","map01120","R05078"
"168","map01120","R05099"
"168","map01120","R05100"
"168","map01120","R05136"
"168","map01120","R05137"
"168","map01120","R05138"
"168","map01120","R05148"
"168","map01120","R05156"
"168","map01120","R05185"
"168","map01120","R05186"
"168","map01120","R05198"
"168","map01120","R05231"
"168","map01120","R05232"
"168","map01120","R05233"
"168","map01120","R05234"
"168","map01120","R05235"
"168","map01120","R05236"
"168","map01120","R05237"
"168","map01120","R05238"
"168","map01120","R05239"
"168","map01120","R05240"
"168","map01120","R05241"
"168","map01120","R05243"
"168","map01120","R05244"
"168","map01120","R05245"
"168","map01120","R05246"
"168","map01120","R05247"
"168","map01120","R05248"
"168","map01120","R05249"
"168","map01120","R05252"
"168","map01120","R05256"
"168","map01120","R05257"
"168","map01120","R05258"
"168","map01120","R05259"
"168","map01120","R05261"
"168","map01120","R05262"
"168","map01120","R05263"
"168","map01120","R05264"
"168","map01120","R05265"
"168","map01120","R05266"
"168","map01120","R05267"
"168","map01120","R05269"
"168","map01120","R05271"
"168","map01120","R05272"
"168","map01120","R05274"
"168","map01120","R05275"
"168","map01120","R05276"
"168","map01120","R05277"
"168","map01120","R05278"
"168","map01120","R05279"
"168","map01120","R05280"
"168","map01120","R05281"
"168","map01120","R05282"
"168","map01120","R05283"
"168","map01120","R05284"
"168","map01120","R05285"
"168","map01120","R05286"
"168","map01120","R05287"
"168","map01120","R05288"
"168","map01120","R05289"
"168","map01120","R05290"
"168","map01120","R05291"
"168","map01120","R05292"
"168","map01120","R05293"
"168","map01120","R05294"
"168","map01120","R05295"
"168","map01120","R05298"
"168","map01120","R05299"
"168","map01120","R05300"
"168","map01120","R05305"
"168","map01120","R05308"
"168","map01120","R05309"
"168","map01120","R05311"
"168","map01120","R05313"
"168","map01120","R05314"
"168","map01120","R05316"
"168","map01120","R05338"
"168","map01120","R05339"
"168","map01120","R05344"
"168","map01120","R05346"
"168","map01120","R05347"
"168","map01120","R05348"
"168","map01120","R05349"
"168","map01120","R05350"
"168","map01120","R05352"
"168","map01120","R05353"
"168","map01120","R05354"
"168","map01120","R05355"
"168","map01120","R05356"
"168","map01120","R05358"
"168","map01120","R05359"
"168","map01120","R05360"
"168","map01120","R05361"
"168","map01120","R05362"
"168","map01120","R05363"
"168","map01120","R05364"
"168","map01120","R05365"
"168","map01120","R05366"
"168","map01120","R05367"
"168","map01120","R05368"
"168","map01120","R05369"
"168","map01120","R05370"
"168","map01120","R05371"
"168","map01120","R05372"
"168","map01120","R05374"
"168","map01120","R05375"
"168","map01120","R05376"
"168","map01120","R05377"
"168","map01120","R05378"
"168","map01120","R05379"
"168","map01120","R05380"
"168","map01120","R05383"
"168","map01120","R05384"
"168","map01120","R05385"
"168","map01120","R05386"
"168","map01120","R05387"
"168","map01120","R05388"
"168","map01120","R05389"
"168","map01120","R05390"
"168","map01120","R05392"
"168","map01120","R05393"
"168","map01120","R05394"
"168","map01120","R05395"
"168","map01120","R05396"
"168","map01120","R05397"
"168","map01120","R05398"
"168","map01120","R05399"
"168","map01120","R05400"
"168","map01120","R05401"
"168","map01120","R05402"
"168","map01120","R05403"
"168","map01120","R05404"
"168","map01120","R05405"
"168","map01120","R05406"
"168","map01120","R05407"
"168","map01120","R05408"
"168","map01120","R05409"
"168","map01120","R05410"
"168","map01120","R05411"
"168","map01120","R05412"
"168","map01120","R05413"
"168","map01120","R05414"
"168","map01120","R05415"
"168","map01120","R05416"
"168","map01120","R05417"
"168","map01120","R05418"
"168","map01120","R05419"
"168","map01120","R05420"
"168","map01120","R05421"
"168","map01120","R05422"
"168","map01120","R05423"
"168","map01120","R05424"
"168","map01120","R05425"
"168","map01120","R05426"
"168","map01120","R05427"
"168","map01120","R05428"
"168","map01120","R05429"
"168","map01120","R05430"
"168","map01120","R05431"
"168","map01120","R05432"
"168","map01120","R05433"
"168","map01120","R05434"
"168","map01120","R05435"
"168","map01120","R05436"
"168","map01120","R05437"
"168","map01120","R05438"
"168","map01120","R05439"
"168","map01120","R05440"
"168","map01120","R05441"
"168","map01120","R05442"
"168","map01120","R05443"
"168","map01120","R05444"
"168","map01120","R05445"
"168","map01120","R05446"
"168","map01120","R05447"
"168","map01120","R05448"
"168","map01120","R05449"
"168","map01120","R05450"
"168","map01120","R05451"
"168","map01120","R05452"
"168","map01120","R05453"
"168","map01120","R05472"
"168","map01120","R05473"
"168","map01120","R05474"
"168","map01120","R05475"
"168","map01120","R05476"
"168","map01120","R05477"
"168","map01120","R05478"
"168","map01120","R05479"
"168","map01120","R05480"
"168","map01120","R05481"
"168","map01120","R05483"
"168","map01120","R05484"
"168","map01120","R05485"
"168","map01120","R05487"
"168","map01120","R05488"
"168","map01120","R05492"
"168","map01120","R05493"
"168","map01120","R05496"
"168","map01120","R05497"
"168","map01120","R05498"
"168","map01120","R05499"
"168","map01120","R05500"
"168","map01120","R05501"
"168","map01120","R05502"
"168","map01120","R05503"
"168","map01120","R05504"
"168","map01120","R05505"
"168","map01120","R05506"
"168","map01120","R05507"
"168","map01120","R05508"
"168","map01120","R05509"
"168","map01120","R05510"
"168","map01120","R05511"
"168","map01120","R05533"
"168","map01120","R05534"
"168","map01120","R05535"
"168","map01120","R05536"
"168","map01120","R05537"
"168","map01120","R05538"
"168","map01120","R05540"
"168","map01120","R05541"
"168","map01120","R05542"
"168","map01120","R05543"
"168","map01120","R05544"
"168","map01120","R05545"
"168","map01120","R05546"
"168","map01120","R05548"
"168","map01120","R05551"
"168","map01120","R05554"
"168","map01120","R05558"
"168","map01120","R05559"
"168","map01120","R05560"
"168","map01120","R05561"
"168","map01120","R05563"
"168","map01120","R05564"
"168","map01120","R05565"
"168","map01120","R05567"
"168","map01120","R05568"
"168","map01120","R05569"
"168","map01120","R05572"
"168","map01120","R05573"
"168","map01120","R05574"
"168","map01120","R05575"
"168","map01120","R05579"
"168","map01120","R05581"
"168","map01120","R05582"
"168","map01120","R05584"
"168","map01120","R05585"
"168","map01120","R05586"
"168","map01120","R05587"
"168","map01120","R05588"
"168","map01120","R05590"
"168","map01120","R05591"
"168","map01120","R05592"
"168","map01120","R05594"
"168","map01120","R05596"
"168","map01120","R05597"
"168","map01120","R05598"
"168","map01120","R05599"
"168","map01120","R05600"
"168","map01120","R05601"
"168","map01120","R05603"
"168","map01120","R05605"
"168","map01120","R05609"
"168","map01120","R05610"
"168","map01120","R05619"
"168","map01120","R05620"
"168","map01120","R05621"
"168","map01120","R05622"
"168","map01120","R05623"
"168","map01120","R05625"
"168","map01120","R05632"
"168","map01120","R05642"
"168","map01120","R05643"
"168","map01120","R05648"
"168","map01120","R05649"
"168","map01120","R05650"
"168","map01120","R05653"
"168","map01120","R05654"
"168","map01120","R05655"
"168","map01120","R05656"
"168","map01120","R05657"
"168","map01120","R05658"
"168","map01120","R05661"
"168","map01120","R05663"
"168","map01120","R05664"
"168","map01120","R05665"
"168","map01120","R05666"
"168","map01120","R05699"
"168","map01120","R05712"
"168","map01120","R05717"
"168","map01120","R05745"
"168","map01120","R05771"
"168","map01120","R05774"
"168","map01120","R05783"
"168","map01120","R05789"
"168","map01120","R05839"
"168","map01120","R05842"
"168","map01120","R05843"
"168","map01120","R05850"
"168","map01120","R05864"
"168","map01120","R05865"
"168","map01120","R06601"
"168","map01120","R06604"
"168","map01120","R06605"
"168","map01120","R06621"
"168","map01120","R06622"
"168","map01120","R06780"
"168","map01120","R06781"
"168","map01120","R06782"
"168","map01120","R06783"
"168","map01120","R06784"
"168","map01120","R06785"
"168","map01120","R06786"
"168","map01120","R06787"
"168","map01120","R06788"
"168","map01120","R06789"
"168","map01120","R06831"
"168","map01120","R06832"
"168","map01120","R06833"
"168","map01120","R06834"
"168","map01120","R06835"
"168","map01120","R06838"
"168","map01120","R06839"
"168","map01120","R06840"
"168","map01120","R06848"
"168","map01120","R06849"
"168","map01120","R06850"
"168","map01120","R06851"
"168","map01120","R06852"
"168","map01120","R06853"
"168","map01120","R06854"
"168","map01120","R06855"
"168","map01120","R06856"
"168","map01120","R06857"
"168","map01120","R06876"
"168","map01120","R06877"
"168","map01120","R06878"
"168","map01120","R06879"
"168","map01120","R06880"
"168","map01120","R06881"
"168","map01120","R06882"
"168","map01120","R06883"
"168","map01120","R06884"
"168","map01120","R06885"
"168","map01120","R06886"
"168","map01120","R06887"
"168","map01120","R06888"
"168","map01120","R06889"
"168","map01120","R06890"
"168","map01120","R06891"
"168","map01120","R06892"
"168","map01120","R06893"
"168","map01120","R06898"
"168","map01120","R06899"
"168","map01120","R06900"
"168","map01120","R06901"
"168","map01120","R06902"
"168","map01120","R06903"
"168","map01120","R06904"
"168","map01120","R06905"
"168","map01120","R06906"
"168","map01120","R06907"
"168","map01120","R06908"
"168","map01120","R06909"
"168","map01120","R06910"
"168","map01120","R06911"
"168","map01120","R06912"
"168","map01120","R06913"
"168","map01120","R06914"
"168","map01120","R06915"
"168","map01120","R06916"
"168","map01120","R06917"
"168","map01120","R06918"
"168","map01120","R06919"
"168","map01120","R06920"
"168","map01120","R06921"
"168","map01120","R06922"
"168","map01120","R06923"
"168","map01120","R06924"
"168","map01120","R06925"
"168","map01120","R06926"
"168","map01120","R06927"
"168","map01120","R06928"
"168","map01120","R06929"
"168","map01120","R06930"
"168","map01120","R06931"
"168","map01120","R06932"
"168","map01120","R06933"
"168","map01120","R06934"
"168","map01120","R06935"
"168","map01120","R06936"
"168","map01120","R06937"
"168","map01120","R06938"
"168","map01120","R06939"
"168","map01120","R06940"
"168","map01120","R06941"
"168","map01120","R06942"
"168","map01120","R06943"
"168","map01120","R06944"
"168","map01120","R06945"
"168","map01120","R06966"
"168","map01120","R06967"
"168","map01120","R06968"
"168","map01120","R06969"
"168","map01120","R06970"
"168","map01120","R06971"
"168","map01120","R06972"
"168","map01120","R06973"
"168","map01120","R06977"
"168","map01120","R06978"
"168","map01120","R06979"
"168","map01120","R06982"
"168","map01120","R06983"
"168","map01120","R06988"
"168","map01120","R06989"
"168","map01120","R06990"
"168","map01120","R07125"
"168","map01120","R07136"
"168","map01120","R07137"
"168","map01120","R07157"
"168","map01120","R07159"
"168","map01120","R07168"
"168","map01120","R07170"
"168","map01120","R07177"
"168","map01120","R07365"
"168","map01120","R07476"
"168","map01120","R07514"
"168","map01120","R07515"
"168","map01120","R07618"
"168","map01120","R07638"
"168","map01120","R07650"
"168","map01120","R07657"
"168","map01120","R07663"
"168","map01120","R07664"
"168","map01120","R07665"
"168","map01120","R07666"
"168","map01120","R07667"
"168","map01120","R07668"
"168","map01120","R07669"
"168","map01120","R07670"
"168","map01120","R07671"
"168","map01120","R07677"
"168","map01120","R07687"
"168","map01120","R07688"
"168","map01120","R07689"
"168","map01120","R07690"
"168","map01120","R07691"
"168","map01120","R07692"
"168","map01120","R07695"
"168","map01120","R07696"
"168","map01120","R07697"
"168","map01120","R07700"
"168","map01120","R07701"
"168","map01120","R07703"
"168","map01120","R07704"
"168","map01120","R07705"
"168","map01120","R07706"
"168","map01120","R07707"
"168","map01120","R07708"
"168","map01120","R07709"
"168","map01120","R07710"
"168","map01120","R07713"
"168","map01120","R07727"
"168","map01120","R07730"
"168","map01120","R07734"
"168","map01120","R07779"
"168","map01120","R07780"
"168","map01120","R07781"
"168","map01120","R07782"
"168","map01120","R07783"
"168","map01120","R07784"
"168","map01120","R07785"
"168","map01120","R07793"
"168","map01120","R07794"
"168","map01120","R07795"
"168","map01120","R07799"
"168","map01120","R07800"
"168","map01120","R07801"
"168","map01120","R07802"
"168","map01120","R07803"
"168","map01120","R07804"
"168","map01120","R07827"
"168","map01120","R07828"
"168","map01120","R07829"
"168","map01120","R07831"
"168","map01120","R07832"
"168","map01120","R07833"
"168","map01120","R07835"
"168","map01120","R07836"
"168","map01120","R07837"
"168","map01120","R07838"
"168","map01120","R07839"
"168","map01120","R07854"
"168","map01120","R07855"
"168","map01120","R07881"
"168","map01120","R07939"
"168","map01120","R07946"
"168","map01120","R07947"
"168","map01120","R07948"
"168","map01120","R07949"
"168","map01120","R07954"
"168","map01120","R07955"
"168","map01120","R07956"
"168","map01120","R07957"
"168","map01120","R07958"
"168","map01120","R07961"
"168","map01120","R07962"
"168","map01120","R07963"
"168","map01120","R07964"
"168","map01120","R07965"
"168","map01120","R07966"
"168","map01120","R07967"
"168","map01120","R07968"
"168","map01120","R07969"
"168","map01120","R07970"
"168","map01120","R07971"
"168","map01120","R07972"
"168","map01120","R07973"
"168","map01120","R07974"
"168","map01120","R07975"
"168","map01120","R07976"
"168","map01120","R07980"
"168","map01120","R07981"
"168","map01120","R07982"
"168","map01120","R08014"
"168","map01120","R08015"
"168","map01120","R08016"
"168","map01120","R08017"
"168","map01120","R08018"
"168","map01120","R08019"
"168","map01120","R08027"
"168","map01120","R08030"
"168","map01120","R08033"
"168","map01120","R08034"
"168","map01120","R08035"
"168","map01120","R08036"
"168","map01120","R08040"
"168","map01120","R08041"
"168","map01120","R08042"
"168","map01120","R08043"
"168","map01120","R08044"
"168","map01120","R08045"
"168","map01120","R08046"
"168","map01120","R08047"
"168","map01120","R08049"
"168","map01120","R08050"
"168","map01120","R08058"
"168","map01120","R08059"
"168","map01120","R08060"
"168","map01120","R08100"
"168","map01120","R08101"
"168","map01120","R08103"
"168","map01120","R08104"
"168","map01120","R08105"
"168","map01120","R08106"
"168","map01120","R08108"
"168","map01120","R08109"
"168","map01120","R08110"
"168","map01120","R08111"
"168","map01120","R08112"
"168","map01120","R08113"
"168","map01120","R08114"
"168","map01120","R08115"
"168","map01120","R08116"
"168","map01120","R08117"
"168","map01120","R08118"
"168","map01120","R08119"
"168","map01120","R08120"
"168","map01120","R08121"
"168","map01120","R08122"
"168","map01120","R08123"
"168","map01120","R08214"
"168","map01120","R08215"
"168","map01120","R08217"
"168","map01120","R08323"
"168","map01120","R08328"
"168","map01120","R08331"
"168","map01120","R08332"
"168","map01120","R08433"
"168","map01120","R08503"
"168","map01120","R08553"
"168","map01120","R08570"
"168","map01120","R08571"
"168","map01120","R08572"
"168","map01120","R08603"
"168","map01120","R08764"
"168","map01120","R08926"
"168","map01120","R09030"
"168","map01120","R09031"
"168","map01120","R09084"
"168","map01120","R09085"
"168","map01120","R09086"
"168","map01120","R09096"
"168","map01120","R09097"
"168","map01120","R09098"
"168","map01120","R09099"
"168","map01120","R09102"
"168","map01120","R09103"
"168","map01120","R09104"
"168","map01120","R09105"
"168","map01120","R09124"
"168","map01120","R09125"
"168","map01120","R09126"
"168","map01120","R09127"
"168","map01120","R09128"
"168","map01120","R09130"
"168","map01120","R09131"
"168","map01120","R09132"
"168","map01120","R09133"
"168","map01120","R09134"
"168","map01120","R09135"
"168","map01120","R09136"
"168","map01120","R09137"
"168","map01120","R09138"
"168","map01120","R09141"
"168","map01120","R09142"
"168","map01120","R09143"
"168","map01120","R09144"
"168","map01120","R09145"
"168","map01120","R09146"
"168","map01120","R09147"
"168","map01120","R09148"
"168","map01120","R09149"
"168","map01120","R09150"
"168","map01120","R09152"
"168","map01120","R09153"
"168","map01120","R09154"
"168","map01120","R09155"
"168","map01120","R09156"
"168","map01120","R09157"
"168","map01120","R09158"
"168","map01120","R09159"
"168","map01120","R09160"
"168","map01120","R09161"
"168","map01120","R09162"
"168","map01120","R09163"
"168","map01120","R09164"
"168","map01120","R09165"
"168","map01120","R09166"
"168","map01120","R09167"
"168","map01120","R09168"
"168","map01120","R09169"
"168","map01120","R09170"
"168","map01120","R09171"
"168","map01120","R09172"
"168","map01120","R09173"
"168","map01120","R09174"
"168","map01120","R09175"
"168","map01120","R09176"
"168","map01120","R09177"
"168","map01120","R09178"
"168","map01120","R09179"
"168","map01120","R09180"
"168","map01120","R09181"
"168","map01120","R09182"
"168","map01120","R09183"
"168","map01120","R09184"
"168","map01120","R09185"
"168","map01120","R09201"
"168","map01120","R09202"
"168","map01120","R09203"
"168","map01120","R09204"
"168","map01120","R09205"
"168","map01120","R09206"
"168","map01120","R09207"
"168","map01120","R09208"
"168","map01120","R09209"
"168","map01120","R09210"
"168","map01120","R09211"
"168","map01120","R09212"
"168","map01120","R09213"
"168","map01120","R09214"
"168","map01120","R09215"
"168","map01120","R09216"
"168","map01120","R09217"
"168","map01120","R09218"
"168","map01120","R09219"
"168","map01120","R09220"
"168","map01120","R09221"
"168","map01120","R09222"
"168","map01120","R09223"
"168","map01120","R09224"
"168","map01120","R09225"
"168","map01120","R09226"
"168","map01120","R09227"
"168","map01120","R09228"
"168","map01120","R09229"
"168","map01120","R09230"
"168","map01120","R09231"
"168","map01120","R09232"
"168","map01120","R09233"
"168","map01120","R09234"
"168","map01120","R09235"
"168","map01120","R09236"
"168","map01120","R09237"
"168","map01120","R09238"
"168","map01120","R09239"
"168","map01120","R09240"
"168","map01120","R09241"
"168","map01120","R09242"
"168","map01120","R09243"
"168","map01120","R09252"
"168","map01120","R09270"
"168","map01120","R09271"
"168","map01120","R09272"
"168","map01120","R09273"
"168","map01120","R09274"
"168","map01120","R09275"
"168","map01120","R09276"
"168","map01120","R09277"
"168","map01120","R09278"
"168","map01120","R09279"
"168","map01120","R09280"
"168","map01120","R09281"
"168","map01120","R09282"
"168","map01120","R09283"
"168","map01120","R09284"
"168","map01120","R09285"
"168","map01120","R09286"
"168","map01120","R09287"
"168","map01120","R09288"
"168","map01120","R09289"
"168","map01120","R09291"
"168","map01120","R09292"
"168","map01120","R09293"
"168","map01120","R09396"
"168","map01120","R09397"
"168","map01120","R09398"
"168","map01120","R09399"
"168","map01120","R09400"
"168","map01120","R09401"
"168","map01120","R09446"
"168","map01120","R09473"
"168","map01120","R09499"
"168","map01120","R09514"
"168","map01120","R09518"
"168","map01120","R09565"
"168","map01120","R09720"
"168","map01120","R09780"
"168","map01120","R09796"
"168","map01120","R09808"
"168","map01120","R09809"
"168","map01120","R09819"
"168","map01120","R09820"
"168","map01120","R09836"
"168","map01120","R09837"
"168","map01120","R09838"
"168","map01120","R09839"
"168","map01120","R09860"
"168","map01120","R09883"
"168","map01120","R09884"
"168","map01120","R09885"
"168","map01120","R09951"
"168","map01120","R09952"
"168","map01120","R09953"
"168","map01120","R09954"
"168","map01120","R09955"
"168","map01120","R09956"
"168","map01120","R09957"
"168","map01120","R09979"
"168","map01120","R09998"
"168","map01120","R09999"
"168","map01120","R10010"
"168","map01120","R10011"
"168","map01120","R10012"
"168","map01120","R10013"
"168","map01120","R10042"
"168","map01120","R10043"
"168","map01120","R10090"
"168","map01120","R10091"
"168","map01120","R10136"
"168","map01120","R10146"
"168","map01120","R10147"
"168","map01120","R10149"
"168","map01120","R10150"
"168","map01120","R10151"
"168","map01120","R10164"
"168","map01120","R10243"
"168","map01120","R10324"
"168","map01120","R10343"
"168","map01120","R10391"
"168","map01120","R10392"
"168","map01120","R10393"
"168","map01120","R10394"
"168","map01120","R10395"
"168","map01120","R10396"
"168","map01120","R10397"
"168","map01120","R10407"
"168","map01120","R10408"
"168","map01120","R10615"
"168","map01120","R10616"
"168","map01120","R10660"
"168","map01120","R10689"
"168","map01120","R10690"
"168","map01120","R10691"
"168","map01120","R10697"
"168","map01120","R10758"
"168","map01120","R10782"
"168","map01120","R10860"
"169","map01200","R00024"
"169","map01200","R00134"
"169","map01200","R00149"
"169","map01200","R00150"
"169","map01200","R00199"
"169","map01200","R00200"
"169","map01200","R00206"
"169","map01200","R00209"
"169","map01200","R00214"
"169","map01200","R00216"
"169","map01200","R00220"
"169","map01200","R00230"
"169","map01200","R00235"
"169","map01200","R00237"
"169","map01200","R00238"
"169","map01200","R00258"
"169","map01200","R00267"
"169","map01200","R00315"
"169","map01200","R00341"
"169","map01200","R00342"
"169","map01200","R00343"
"169","map01200","R00344"
"169","map01200","R00345"
"169","map01200","R00351"
"169","map01200","R00352"
"169","map01200","R00354"
"169","map01200","R00355"
"169","map01200","R00361"
"169","map01200","R00402"
"169","map01200","R00405"
"169","map01200","R00406"
"169","map01200","R00432"
"169","map01200","R00472"
"169","map01200","R00473"
"169","map01200","R00479"
"169","map01200","R00519"
"169","map01200","R00524"
"169","map01200","R00527"
"169","map01200","R00582"
"169","map01200","R00586"
"169","map01200","R00588"
"169","map01200","R00604"
"169","map01200","R00608"
"169","map01200","R00614"
"169","map01200","R00658"
"169","map01200","R00705"
"169","map01200","R00706"
"169","map01200","R00709"
"169","map01200","R00727"
"169","map01200","R00740"
"169","map01200","R00742"
"169","map01200","R00756"
"169","map01200","R00762"
"169","map01200","R00833"
"169","map01200","R00897"
"169","map01200","R00919"
"169","map01200","R00934"
"169","map01200","R00943"
"169","map01200","R00945"
"169","map01200","R01011"
"169","map01200","R01015"
"169","map01200","R01049"
"169","map01200","R01056"
"169","map01200","R01058"
"169","map01200","R01061"
"169","map01200","R01063"
"169","map01200","R01067"
"169","map01200","R01068"
"169","map01200","R01070"
"169","map01200","R01082"
"169","map01200","R01142"
"169","map01200","R01146"
"169","map01200","R01171"
"169","map01200","R01175"
"169","map01200","R01196"
"169","map01200","R01197"
"169","map01200","R01220"
"169","map01200","R01221"
"169","map01200","R01256"
"169","map01200","R01322"
"169","map01200","R01324"
"169","map01200","R01388"
"169","map01200","R01440"
"169","map01200","R01512"
"169","map01200","R01513"
"169","map01200","R01518"
"169","map01200","R01519"
"169","map01200","R01520"
"169","map01200","R01521"
"169","map01200","R01523"
"169","map01200","R01528"
"169","map01200","R01529"
"169","map01200","R01538"
"169","map01200","R01541"
"169","map01200","R01588"
"169","map01200","R01608"
"169","map01200","R01641"
"169","map01200","R01644"
"169","map01200","R01655"
"169","map01200","R01737"
"169","map01200","R01786"
"169","map01200","R01827"
"169","map01200","R01829"
"169","map01200","R01830"
"169","map01200","R01845"
"169","map01200","R01859"
"169","map01200","R01975"
"169","map01200","R01976"
"169","map01200","R02035"
"169","map01200","R02036"
"169","map01200","R02164"
"169","map01200","R02189"
"169","map01200","R02511"
"169","map01200","R02736"
"169","map01200","R02740"
